-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.0,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-3.1,-0.6000000000000001,4.5,0
-1.4000000000000001,-0.7000000000000001,5.4,0
-1.4000000000000001,-0.7000000000000001,5.4,0
-1.4000000000000001,-0.7000000000000001,5.4,0
-1.4000000000000001,-0.7000000000000001,5.4,0
3.6,-0.7000000000000001,6.1000000000000005,0
3.6,-0.7000000000000001,6.1000000000000005,0
3.6,-0.7000000000000001,6.1000000000000005,0
0.0,-0.6000000000000001,5.2,0
0.0,-0.6000000000000001,5.2,0
0.0,-0.6000000000000001,5.2,0
0.0,-0.6000000000000001,5.2,0
-3.3000000000000003,-0.6000000000000001,5.1000000000000005,0
-3.3000000000000003,-0.6000000000000001,5.1000000000000005,0
-3.3000000000000003,-0.6000000000000001,5.1000000000000005,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-3.3000000000000003,-0.6000000000000001,5.0,0
-6.4,-0.6000000000000001,5.0,0
-6.4,-0.6000000000000001,5.0,0
-6.4,-0.6000000000000001,5.0,0
-6.4,-0.6000000000000001,5.0,0
-17.3,-0.6000000000000001,5.1000000000000005,0
-17.3,-0.6000000000000001,5.1000000000000005,0
-17.3,-0.6000000000000001,5.1000000000000005,0
-18.0,-0.7000000000000001,4.9,0
-18.0,-0.7000000000000001,4.9,0
-18.0,-0.7000000000000001,4.9,0
-18.0,-0.7000000000000001,4.9,0
-16.400000000000002,-0.8,4.9,0
-16.400000000000002,-0.8,4.9,0
-16.400000000000002,-0.8,4.9,0
-16.400000000000002,-0.8,4.9,0
-14.4,-0.9,4.9,0
-14.4,-0.9,4.9,0
-14.4,-0.9,4.9,0
-14.100000000000001,-1.0,4.9,0
-14.100000000000001,-1.0,4.9,0
-14.100000000000001,-1.0,4.9,0
-14.100000000000001,-1.0,4.9,0
-11.3,-1.0,4.800000000000001,0
-11.3,-1.0,4.800000000000001,0
-11.3,-1.0,4.800000000000001,0
-9.200000000000001,-1.0,4.800000000000001,0
-9.200000000000001,-1.0,4.800000000000001,0
-9.200000000000001,-1.0,4.800000000000001,0
-9.200000000000001,-1.0,4.800000000000001,0
-7.800000000000001,-1.1,4.800000000000001,0
-7.800000000000001,-1.1,4.800000000000001,0
-7.800000000000001,-1.1,4.800000000000001,0
-7.1000000000000005,-1.1,4.800000000000001,0
-7.1000000000000005,-1.1,4.800000000000001,0
-7.1000000000000005,-1.1,4.800000000000001,0
-6.800000000000001,-1.1,4.800000000000001,0
-6.800000000000001,-1.1,4.800000000000001,0
-6.800000000000001,-1.1,4.800000000000001,0
-6.800000000000001,-1.1,4.800000000000001,0
-6.6000000000000005,-1.1,4.800000000000001,0
-6.6000000000000005,-1.1,4.800000000000001,0
-6.6000000000000005,-1.1,4.800000000000001,0
-6.6000000000000005,-1.1,4.800000000000001,0
-7.7,-1.0,4.7,0
-9.5,-1.1,4.7,0
-9.5,-1.1,4.7,0
-9.5,-1.1,4.7,0
-9.5,-1.1,4.7,0
-10.600000000000001,-1.1,4.7,0
-10.600000000000001,-1.1,4.7,0
-10.600000000000001,-1.1,4.7,0
-9.8,-1.1,4.7,0
-9.8,-1.1,4.7,0
-9.8,-1.1,4.7,0
-9.8,-1.1,4.7,0
-8.6,-1.1,4.800000000000001,0
-8.6,-1.1,4.800000000000001,0
-8.6,-1.1,4.800000000000001,0
-8.6,-1.1,4.800000000000001,0
-7.4,-1.2000000000000002,4.7,0
-7.4,-1.2000000000000002,4.7,0
-7.4,-1.2000000000000002,4.7,0
-6.9,-1.2000000000000002,4.7,0
-6.9,-1.2000000000000002,4.7,0
-6.9,-1.2000000000000002,4.7,0
-6.9,-1.2000000000000002,4.7,0
-6.7,-1.2000000000000002,4.7,0
-6.7,-1.2000000000000002,4.7,0
-6.7,-1.2000000000000002,4.7,0
-6.7,-1.2000000000000002,4.7,0
-6.5,-1.2000000000000002,4.7,0
-6.5,-1.2000000000000002,4.7,0
-6.5,-1.2000000000000002,4.7,0
-6.4,-1.2000000000000002,4.7,0
-6.4,-1.2000000000000002,4.7,0
-6.4,-1.2000000000000002,4.7,0
-6.4,-1.2000000000000002,4.7,0
